Наименование;Цена;Ед.;Артикул
    Втулка штанги стабилизатора УАЗ 3162/452 перед ф30 мм к раме;77,00 руб.;шт;432239
    Втулка штанги стабилизатора УАЗ 3162/452 перед ф30 мм к штанге ;157,00 руб.;шт;432240
    Втулка штанги стабилизатора УАЗ 3163 задн ф18 мм после 2018 г;163,00 руб.;шт;432241
    Втулка штанги стабилизатора УАЗ 3163 задн ф20 мм до 2017 г;144,00 руб.;шт;432242
    Втулка штанги стабилизатора УАЗ 469, 31519 перед к штанге РТИ;40,00 руб.;шт;432243
    Втулка штанги стабилизатора УАЗ 469,31519 перед к раме РТИ;110,00 руб.;шт;432244
    Выжимной подшипник в сборе УАЗ 409 дв подшипн Волга Н\О  (АДС) **;1 318,00 руб.;шт;432245
"    Выжимной подшипник в сборе УАЗ 409 дв подшипн Волга Н\О  (ОАО ""УАЗ"") *";1 745,00 руб.;шт;432246
    Выжимной подшипник в сборе УАЗ 409 дв подшипн Волга Н\О  Триалли (CT-316) !!!;1 530,00 руб.;шт;432247
    Выжимной подшипник в сборе УАЗ 409 дв подшипн КОЛЬЦО  (АДС);1 926,00 руб.;шт;432248
"    Выжимной подшипник в сборе УАЗ двиг УМЗ 4-х ступ подшипн Волга Н\О (ОАО""УАЗ"") (двиг 4213)";1 810,00 руб.;шт;432249
    Выжимной подшипник в сборе УАЗ двиг УМЗ 4-х ступ подшипн Волга С\О ( двиг 4213);1 123,00 руб.;шт;432250
    Выжимной подшипник в сборе УАЗ двиг УМЗ 5-ти ступ подшипн КОЛЬЦО  (АДС);1 597,00 руб.;шт;432251
    Выключатель аварийной сигнализации УАЗ 3162 372.3710 (АВАР);316,00 руб.;шт;432252
    Выключатель света двери УАЗ Патриот,Хантер  78.3710-01 (АВАР);136,00 руб.;шт;432253
    Выключатель света заднего хода УАЗ Dymos без провода (47124Т00320) (нейтрального полож РК) (М14х2);287,00 руб.;шт;432254
    Выключатель света заднего хода УАЗ Dymos с проводом  (47124T00330) (М14х2);1 301,00 руб.;шт;432255
    Гайка колеса 2217,УАЗ М14х1,5;63,00 руб.;шт;432256
    Гайка колеса УАЗ-Профи М14х1,5 (H=20мм) ;66,00 руб.;шт;432257
    Гайка колпачковая рул мех-ма УАЗ-452,469 (заглушка);72,00 руб.;шт;432258
    Гайка крепл топлив бака УАЗ 469/3163 спец ( поперечн отв М10);102,00 руб.;шт;432259
    Гайка крепления замка зажигания УАЗ,ГАЗ-66 (накидная металлич);109,00 руб.;шт;432260
    Гайка М14х1,5 высокая стремянки рессоры УАЗ;16,00 руб.;шт;432261
    Гайка М18х1,5 Левая рулевого наконечника УАЗ лев;35,00 руб.;шт;432262
    Гайка М18х1,5 низкая (высота 9 мм) (тяги УАЗ правая);21,00 руб.;шт;432263
    Гайка подшипника вала привода колесного редукт УАЗ лев;108,00 руб.;шт;432264
    Гайка подшипника вала привода колесного редукт УАЗ прав ;157,00 руб.;шт;432265
    Гайка подшипника пром вала КПП УАЗ 4-х ст;33,00 руб.;шт;432266
    Гайка подшипника пром вала РК УАЗ М27х1,5;55,00 руб.;шт;432267
"    Гайка подшипника ступицы УАЗ (ОАО ""УАЗ"")";210,00 руб.;шт;432268
    Гайка стопорная редукторного шарнира УАЗ М16х1 _;21,00 руб.;шт;432269
    Гайка фланца РК УАЗ/3302 малая М20х1,5 (под зубило) (33027-1802032-10);105,00 руб.;шт;432270
    Гайка шкворня УАЗ 3160 М16х1,5 (с фланцем);31,00 руб.;шт;432271
    Генератор УАЗ 417/421 АТЭ 1 ручей+ зарядка (75А);5 300,00 руб.;шт;432272
    Главная пара 3302 БИЗНЕС (10х43 зуб) УЗКАЯ ТОРНАДО;6 850,00 руб.;шт;432273
    Главная пара УАЗ Военн мост (9х25 зуб)  (УАЗ);2 150,00 руб.;шт;432274
    Главная пара УАЗ Спайсер (8х37зуб) (MetalPart);6 982,00 руб.;шт;432275
    Главная пара УАЗ Спайсер (8х37зуб) Ижевск (без втулки и гайки);5 241,00 руб.;шт;432276
    Главная пара УАЗ Спайсер (9х37зуб) (MetalPart);4 865,00 руб.;шт;432277
    Главная пара УАЗ Спайсер (9х37зуб) (УАЗ);5 750,00 руб.;шт;432278
    Главная пара УАЗ Тимкен (8х37 зуб) (АДС)_***;6 225,00 руб.;компл;432279
    Главная пара УАЗ Тимкен (8х37 зуб) (УАЗ) **_;5 561,00 руб.;шт;432280
    Главная пара УАЗ Тимкен (8х41 зуб) Автопром г.Ульяновск;5 888,00 руб.;компл;432281
"    Глушитель УАЗ 2206 буханка с резонатором 409 дв. Е-4 (ОАО ""УАЗ"")";9 000,00 руб.;шт;432282
    Глушитель УАЗ 3151 карбюр Н/О Баксан (фланец-хомут) 3151-1201010-11;2 230,00 руб.;шт;432283
    Глушитель УАЗ 3303 фермер с резонатором 409 дв. Е-4  ЗАВОД УАЗ ;8 323,00 руб.;шт;432284
    Глушитель УАЗ 3303 фермер с резонатором 409 дв. Е-4 G-PART;5 509,00 руб.;шт;432285
    Глушитель УАЗ 3303 фермер С/О Автоглушитель (короткая труба);1 180,00 руб.;шт;432286
    Глушитель УАЗ 452 С/О Автоглушитель (длинная труба);1 228,00 руб.;шт;432287
    Глушитель УАЗ 469 С/О Автоглушитель (длинная труба);1 663,00 руб.;шт;432288
    Глушитель УАЗ 469 С/О ГАЗ G-part Баксан (длинная труба);909,00 руб.;шт;432289
    Глушитель УАЗ Патриот с гофр (общ длина 161см) (вх3 отв +вых3 отв) эллипс ;5 519,00 руб.;шт;432290
    Глушитель УАЗ Хантер 4094 с гофр (общ длина 123 см) (вх3 отв +вых3 отв) Нержав Баксан (эллипс);9 664,00 руб.;шт;432291
    Глушитель УАЗ Хантер инжект длинн  труба (вх2 отв +вых3 отв)  эллипс 31602-1201010-11 (Баксан);7 420,00 руб.;шт;432292
    Глушитель УАЗ Хантер инжект коротк труба (вх2 отв +вых3 отв)  эллипс НЕРЖАВЕЮЩ Баксан ;10 859,00 руб.;шт;432293
    Глушитель УАЗ Хантер инжект коротк труба (вх2 отв +вых3 отв)  эллипс Простой;3 652,00 руб.;шт;432294
    Глушитель УАЗ Хантер инжект С/О длинн труба (вх2 отв +вых2 отв)  круглый;3 818,00 руб.;шт;432295
    Гнездо фиксатора двери задка УАЗ 452;41,00 руб.;шт;432296
"    Датчик АБС УАЗ 3162 зад (3163.3843112) (DF11) ""BOSCH""";2 580,00 руб.;шт;432297
"    Датчик АБС УАЗ 3162 пер (3163.3843110) (DF11) ""BOSCH""";1 980,00 руб.;шт;432298
"    Датчик АБС УАЗ 3962 (буханка) зад ""BOSCH"" (0 265 008 871)";1 896,00 руб.;шт;432299
"    Датчик АБС УАЗ 3962 (буханка) пер ""BOSCH""";3 615,00 руб.;шт;432300
    Датчик абсолютного давления воздуха УАЗ Патриот BOSCH (0261230217) со встр датч темп;2 082,00 руб.;шт;432301
    Датчик ДМРВ УАЗ 409 дв ЭЛКАР (аналог 280218220)(треугольн разъем) Cartronic;3 642,00 руб.;шт;432302
    Датчик кислородный УАЗ 452 409 дв, Е-4 без датчика фаз БОШ (0258 030 064);5 360,00 руб.;шт;432303
    Датчик коленвала УАЗ Патриот IVECO (синхронизации);2 973,00 руб.;шт;432304
    Датчик скорости УАЗ 31519 Хантер (6/имп) (345.3843) квадратн разъем (М22);336,00 руб.;шт;432305
    Датчик скорости УАЗ Патриот 363.3843 (электронный);1 868,00 руб.;шт;432306
"    Датчик скорости УАЗ Патриот р/к ""Dymos"" (48322T00015)";5 770,00 руб.;шт;432307
    Датчик температуры 3160 УАЗ,ПАЗ,УАЗ;421,00 руб.;шт;432308
    Датчик температуры окружающего воздуха Газон Некст (в бампере);1 011,00 руб.;шт;432309
    Датчик температуры окружающего воздуха УАЗ (2115-3828210-03);340,00 руб.;шт;432310
    Датчик уровня топлива УАЗ 3160 н/о с бензозаборн электронн (6212.3827);1 239,00 руб.;шт;432311
    Датчик уровня топлива УАЗ 452 н/о с бензозаборн электронн (6232.3827);1 209,00 руб.;шт;432312
    Датчик уровня топлива УАЗ 469 (простой);502,00 руб.;шт;432313
    Датчик уровня топлива УАЗ 469 н/о с бензозаборн электронн (6202.3827);1 157,00 руб.;шт;432314
    Датчик уровня топлива УАЗ погружн 315195 Хантер ;465,00 руб.;шт;432315
    Датчик уровня топлива УАЗ погружн 3160 Патриот ;610,00 руб.;шт;432316
    Датчик уровня топлива УАЗ погружн 452  (аналог ДУТ-У2м);634,00 руб.;шт;432317
    Двигатель стеклоочистит УАЗ 469 стар обр с редуктором и осью рычага;3 100,00 руб.;шт;432318
    Двигатель стеклоочистит УАЗ Патриот (большой треугольник) (VWF 0363);3 457,00 руб.;шт;432319
    Двигатель стеклоочистит УАЗ Патриот (малый треугольник) (VWF 0363);2 682,00 руб.;шт;432320
    Держатель буфера капота УАЗ 469 ;105,00 руб.;шт;432321
    Держатель упора капота УАЗ 3163 пласт.;20,00 руб.;шт;432322
    Диск колеса УАЗ R-16 (ГАЗ) штамп (5 шпилек);2 696,00 руб.;шт;432323
"    Диск колеса УАЗ R-16 (ОАО""УАЗ"") штамп !!!";2 790,00 руб.;шт;432324
    Диск колеса УАЗ R-16 ПРОФИ (6 отверстий) серебро;3 510,00 руб.;шт;432325
    Диск сцепл ведомый Крайслер ТРИАЛЛИ  (FD 305);2 590,00 руб.;шт;432326
    Диск сцепл ведомый УАЗ под рычаж корзину (4-х ступ);1 804,00 руб.;шт;432327
